0,0,0,0,0.031152648,0.032894737,0.032701112,0.135043889,0.20661157,0,0
0.147244426,0.145409223,0.146259925,0.144478844,0.144270404,0.143884892,0.164439877,0.164812526,0.164676822,0,0
2.364394993,2.934433746,3.40856748,3.897849462,4.240282686,4.614019521,5.30204259,5.680868839,5.964623612,0,0
0.168279344,0.186954715,0.20894275,0.247678019,0.391591096,0.431654676,0.534429599,0.638648537,0.67929189,0,0
15.72254335,15.93625498,16.06043649,16.06160616,15.95860566,15.98049837,15.20713162,14.87025948,15.03649635,0,0
0.063104754,0.062318238,0.0835771,0.206398349,0.432811212,0.575539568,0.781089414,0.741656366,0.67929189,0,0
0.063104754,0.062318238,0.062682825,0.123839009,0.082440231,0.041109969,0,0,0,0,0
0.147244426,0.145409223,0.271625575,0.144478844,0.206100577,0.2672148,0.349434738,0.370828183,0.370522849,0,0
0.544616674,0.623700624,0.746578183,0.978393804,1.334411646,1.892109501,1.92761605,2.279635258,2.181271155,0,0
12.90046988,12.67397722,12.09025117,11.32234896,10.5296476,9.033480733,7.461118117,6.540483701,7.088607595,0,0
0.189314262,0.166181969,0.1671542,0.165118679,0.123660346,0.123329908,0.143884892,0.14421096,0.144092219,0,0
0.251361542,0.415800416,0.58067192,0.774561761,1.293974929,1.16747182,1.140833989,1.329787234,1.429108687,0,0
0.252419016,0.332363939,0.396991224,0.515995872,0.45342127,0.596094553,0.49331963,0.535640709,0.473445862,0,0
0.736222129,0.893228085,0.898453824,0.763673891,0.762572135,0.822199383,0.863309353,0.968273589,0.967476328,0,0
0.192225545,0.210881485,0.191570881,0.190114068,0.253217978,0.336913034,0.441361917,0.441640379,0.379746835,0,0
0.034590107,0.034352456,0.034566194,0.034305317,0.034013605,0,0.100603622,0.262984878,0.261951539,0,0
1.177955406,1.287910262,1.483493523,1.568627451,1.566364386,1.438848921,1.315519013,1.462711166,1.585014409,0,0
0.168279344,0.249272954,0.334308399,0.412796698,0.474031327,0.678314491,0.822199383,0.803461063,0.823384109,0,0
0.252419016,0.249272954,0.376096949,0.433436533,0.515251443,0.801644399,0.739979445,0.741656366,0.761630301,0,0
2.429828236,2.453222453,2.695976773,3.424378312,3.639304488,4.025764895,3.97324941,4.521276596,4.287326062,0,0
3.987019008,4.172397983,4.606172271,5.510752688,5.786219081,5.989352263,6.518904824,7.101086048,6.951871658,0,0
0.867052023,0.967558338,1.175153889,2.200220022,3.431372549,5.633802817,6.345044573,6.986027944,8.077858881,0,0
26.76300578,27.14854866,27.25237829,28.71287129,27.39651416,27.13976165,27.58259046,28.54291417,27.68856448,0,0
11.96531792,12.57825839,12.75881365,12.81628163,11.98257081,11.75514626,11.85107499,10.87824351,10.3649635,0,0
0.652082457,0.581636892,0.522356874,0.454076367,0.432811212,0.369989723,0.328879753,0.309023486,0.308769041,0,0
5.49132948,5.919180421,5.819809737,5.99559956,5.610021786,5.904658722,5.191400105,4.94011976,4.866180049,0,0
0.588977703,0.706273369,0.752193899,1.031991744,0.968672712,1.048304214,1.048304214,1.071281417,0.98806093,0,0
3.930635838,4.040978941,3.693340795,3.300330033,3.322440087,3.629469122,3.775563713,4.091816367,3.941605839,0,0
0.504838031,0.602409639,0.626828249,0.681114551,0.680131904,0.616649538,0.678314491,0.741656366,0.638122684,0,0
0.694152293,0.706273369,0.731299624,0.825593395,0.886232481,0.842754368,0.822199383,0.824062629,0.720461095,0,0
0.525872949,0.5400914,0.543251149,0.454076367,0.391591096,0.431654676,0.369989723,0.350226617,0.288184438,0,0
