0,0,0,0.115186916,0.006441374,-0.000715928,0.378412418,0.2646215,0.236053721,-0.272861357,0.528714676,0.883905095,0.951965865,0.948454167
-0.011130506,0.005159508,-0.010802256,-0.001264189,-0.00233813,0.124665984,0.002260116,-0.000823045,0.001235077,-0.001646096,0.23213073,0.927555684,0.514752296,0.309936104
0.094170402,0.078326893,0.080829383,0.056569969,0.061741325,0.113661411,0.062582096,0.046876289,0.014644179,-0.034459568,0.999394244,0.586228104,0.43878549,0.464708509
0.016502237,0.019429427,0.034227892,0.127166828,0.035401636,0.090815659,0.092091643,0.035913945,0.146436639,0.253316346,0.239197838,0.827968825,0.818051239,0.790408005
0.013305745,0.007731575,7.2824E-05,-0.006412839,0.001363046,-0.048150026,-0.020973752,0.010349953,-0.011402209,-0.027121425,0.144165303,0.940212851,0.561391119,0.805961488
-0.000930775,0.025158048,0.145348463,0.267940295,0.168906825,0.243250696,-0.046665646,-0.073803034,0.196116036,-0.245147044,0.766273223,0.598004487,0.787626209,0.645806085
-0.006351117,0.00294404,0.493836187,-0.334295133,-0.333741866,-0.331963,0,0,0.166426219,-0.000273952,0,0,0,0
-0.003561762,0.244960696,-0.246766375,0.119595459,0.118610484,0.159572456,0.041520398,-0.000592592,0.280889255,-0.041580248,0.099959588,0.777614794,0.38809047,0.575225769
0.029975014,0.046574008,0.08786456,0.134940652,0.211382979,0.013457968,0.133425058,-0.037282727,0.027660939,0.145576702,0.492701244,0.285493175,0.346315995,0.103055944
-0.017556931,-0.045248433,-0.059525135,-0.06144748,-0.115977703,-0.121884135,-0.07136441,0.042488677,0.022412572,-0.050667814,0.205607621,0.109808218,0.133004183,0.043489296
-0.122189912,0.00513554,-0.010752074,-0.218992127,-0.001745447,0.108575993,0.001722364,-0.000627216,0.21867502,-0.21898824,0.062292646,0.36846289,0.519378006,0.687199445
0.103481766,0.103754021,0.122015328,0.326867915,-0.079608701,-0.016763249,0.118908717,0.062503221,0.10065858,-0.077607437,0.100235835,0.036820376,0.918625018,0.287309565
0.1341145,0.108417842,0.199640556,-0.104974289,0.239346732,-0.172413793,0.070997258,-0.104337217,-0.275619019,-0.035371942,0.029356779,0.399273942,0.560074685,0.750811211
0.162083595,0.005394742,-0.139138773,-0.001137387,0.061555619,0.042439484,0.108358824,-0.000823045,0.001235076,-0.022887662,0.352972797,0.522426387,0.986979284,0.416214401
0.042144657,-0.043623574,-0.00329101,0.142554738,0.189071117,0.235955001,0.000629059,-0.139820463,0.142133816,-0.003151923,0.534511477,0.570927165,0.688745128,0.640255673
-0.000903668,0.000812739,-0.000991985,-0.001109235,-0.129336733,0.382545273,0.617454727,-0.003929272,-0.260814525,-0.128215973,0.267821955,0.888112934,0.839155954,0.611367281
0.065864316,0.117156788,0.050996274,-0.001355604,-0.076383338,-0.073876137,0.088169917,0.073261152,0.050556801,-0.050947518,0.901312927,0.844676521,0.805872155,0.980934556
